8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
8.200000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01
